,centroid,match,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_Mean,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxis,original_shape_MajorAxis,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MinorAxis,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_Volume,seriesuid,subset
0,"(109.0, 141.375, 243.725)",False,-683.6,-246.19999999999996,10901447.0,4.087326145256011,296.75,1.900593842222187,-157.0,-492.725,148.575,-504.0,-745.0,588.0,119.0,522.049973661526,0.32881589709827114,10901447.0,0.065,29758.249375000007,162.0390867985125,41853.057102865445,127.90593739577271,155.4741333880369,40.037493661257614,0.5926411440728238,4.929692782285327,3.2699362680614916,13.581098101170928,0.27858818075636,0.18852153529875046,0.9419610808822747,0.8438679369548204,-0.6080005669116888,0.9963177121212881,0.22731393837221206,11.539501986139285,0.021491378086204656,5.6575277576589835,0.044098630831643004,23.079003972278567,4.328967206720699,48.87790676232363,4.415311532225094,21.85,0.54625,0.27749999999999997,2.6,48.21000000000001,164.85,2.1,312.35,0.2813784770543569,0.09865189303231835,0.7527777777777778,128.41944444444442,0.05470635813791982,2.4843093093093094,0.06493587055523993,47.308476562147725,165.9906906906907,1.1580330330330328,186.553003003003,0.12048893829850772,0.09527744452167303,4.1341666179968595,35.46884384384384,0.9237804809313818,0.9562499999999999,0.05720698175653131,0.9682077911244578,160.97356940273608,0.0894568241638841,2.090909090909091,0.06336088154269973,44.470156106519745,170.1818181818182,1.696969696969697,260.06060606060606,0.1959322275228257,0.08329490387310537,22.87878787878788,0.6932966023875115,0.8594276094276094,148.25084175084174,0.05723995006505237,4.309101316131464,0.825,0.22773186409550045,0.059729853479853476,0.13008583342044436,547.039743622449,0.8914268640350879,28.95038545167029,0.7169295757427836,0.0,0.0,8.404441741175138,5.0,7.0,7.615773105863909,7.615773105863909,6.025392851855633,0.6341640962521893,89.19129471863668,2.229782367965917,40.0,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,2
3,"(125.2, 153.5, 57.1)",False,-425.59999999999997,-338.4,1460879.0,2.5219280948873637,57.5,2.5342976091659217,-297.0,-379.9,32.9,-379.5,-449.0,152.0,22.125,382.2144685906068,0.25046252670136504,1460879.0,0.18000000000000005,1763.8899999999999,9.905555555555557,37.747200000000014,0.08800000000000185,2.64,4.977777777777778,-0.20674141749723138,1.9000000000000001,0.5926521825293035,0.31777777777777777,0.4407407407407407,0.34601307189542485,0.9138010665687958,0.8008698092031424,-0.749016100955834,0.802977636790105,0.27851080246913584,3.1999999999999997,0.41944444444444445,1.6511484326014187,0.41944444444444445,6.3999999999999995,0.6511484326014191,1.9044444444444444,2.52192809488736,6.8,0.68,0.16,1.8,2.84,15.8,1.6,21.2,0.26142970521541953,0.19476303854875285,0.85,14.45,0.17809637188208619,1.7777777777777777,0.18086419753086416,2.885185185185185,15.925925925925926,1.0555555555555556,16.425925925925927,0.2024849878222894,0.19631214831611657,2.518816468202074,9.537037037037036,0.9670781893004116,0.9833333333333334,0.01646090534979424,0.9861111111111112,15.800925925925926,0.19476893843957335,1.6666666666666667,0.18518518518518517,3.111111111111111,16.555555555555557,1.3333333333333333,19.555555555555557,0.2410947341899723,0.20405769715293526,7.222222222222222,0.8024691358024691,0.9166666666666666,15.805555555555555,0.19479843789367599,2.5032583347756434,0.9,0.09876543209876544,0.1767241379310345,0.4878048780487804,17.444444444444443,0.24297777777777782,6.296103896103897,0.2029549259223464,0.1142865042377552,1.0814556331712535,9.462671383503464,1.0,6.082762530298219,6.082762530298219,7.14142842854285,1.9204957696664526,0.8811002116903087,25.47566243100513,2.547566243100513,10.0,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,2
4,"(142.33634933123525, 186.59323367427223, 208.83438237608183)",True,-268.9,128.0,80472422.0,4.218303619160738,97.75,6.390191470188673,401.0,-6.463414634146342,122.00855865364319,44.0,-841.0,1242.0,57.17830707250679,177.92450374318335,-1.7694798859714513,80472422.0,0.09136019204663,31615.35330352517,1243.4213387229208,111263.74338956793,-2507.551935876963,117.81195359267619,35.87004041662845,0.5269556748294741,3.6024917230225855,3.342175772292222,22.574071186498802,0.42285012338914973,0.3576904595092767,0.9875054740877977,0.9400946725125934,-0.1489763448177427,0.8245112014359511,0.3376734930574082,34.97031842953106,0.01792210603545994,7.345745586274467,0.05718152702542725,69.9406368590621,4.802727916539025,38.42049850232615,6.986352203674503,275.61369000786783,0.10842395358295351,12.567992888629172,232.23760818253345,50.63404420217142,1224.1951219512196,35.76081825334382,47925.963808025175,0.028390007449917133,0.0017440456946504555,0.26116352472052523,251.80149107064042,0.0010406786340276218,167.24447957076598,0.07709104377754679,56.86874123768207,1203.742127178643,1.6144925984778937,2028.850679970396,0.0023945429932659837,0.0019063988735183014,5.007313061040049,1651.8218244721802,0.7611487298485107,0.8532348847061672,0.23927951903238137,0.894738426859788,1062.3719865955145,0.0018206768726357714,21.58974358974359,0.03075462049821024,97.62343649808038,949.8974358974359,642.074074074074,864645.9743589744,0.48225492682047727,0.003958816316877306,368.24501424501426,0.5245655473575701,0.7523449756016486,671.847254145178,0.0035221425412487305,6.4809275861047695,0.2761605035405193,628.9618347253675,0.1289214003177618,0.003092204217075537,2610.1851623786706,0.11272028562221993,4.5606542479802945,0.8285514603818954,0.8032170761584484,14.023074125260235,17.45863545671674,19.313207915827967,18.973665961010276,16.0312195418814,19.72308292331602,14.465377903937792,0.884915572323606,1017.8864136763352,0.40042738539588324,2542.0,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,2
5,"(214.0, 189.3846153846154, 100.53846153846153)",False,374.20000000000005,1684.0000000000002,20661168.0,3.3927474104488358,582.0,2.214599625134314,1731.0,1155.5384615384614,428.80473372781057,1192.0,169.0,1562.0,289.1358024691358,1260.682598985413,-0.64991587273663,20661168.0,0.10059171597633138,254051.47928994076,2108.7089285714283,930719.6843159149,-10829.581325756191,572.9916262755103,671.8482142857142,-0.04749382420911708,20.42142857142857,2.585892182807668,238.71570790816327,0.14940211532224335,0.09742419713799579,0.8815177484602139,0.7840513115324063,-0.8240854853518352,0.9967848847018516,0.0813175387187027,46.14017857142857,0.07910714285714288,3.7323207542362367,0.09910714285714287,92.28035714285714,2.6198207542362395,311.2099601403061,3.3927474104487816,9.615384615384615,0.7396449704142012,0.13017751479289943,1.3076923076923077,411.4082840236687,2073.5384615384614,1.4615384615384615,3573.076923076923,0.07972977136225744,0.07958771581853985,0.8846153846153846,1698.6538461538462,0.07955220193261045,1.2724358974358974,0.09974934253780408,414.03364357330713,2049.049679487179,1.0625,2252.112179487179,0.08125861769023392,0.08123938100202216,3.3991345163502067,12.291666666666666,0.9618055555555556,0.9807692307692308,0.01909722222222222,0.984375,1998.2840544871792,0.08123457182996922,1.1666666666666667,0.09722222222222222,421.9097222222222,1975.5833333333333,1.25,2787.8333333333335,0.08627132330531619,0.08619437655246916,10.166666666666666,0.8472222222222222,0.9375,1772.5208333333333,0.0861751398642574,3.418295834054486,0.9230769230769231,0.07638888888888888,0.061779107083864276,0.052137543806040694,4794.137912087913,121.30995915327277,90.73284893721267,0.5188324748370523,0.0,0.0,6.094926594007625,3.0,4.0,5.0,5.0,3.1622458487191425,0.8362123247896087,31.973962536829124,2.4595355797560865,13.0,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,2
6,"(230.86312351543944, 139.40558194774346, 210.291864608076)",True,-520.0,82.0,253829349.0,4.488813564365488,299.25,3.684192620904212,194.0,-116.55492874109264,201.9818864215955,12.0,-951.0,1145.0,140.3171462806879,274.5268813986188,-1.3159490857680025,253829349.0,0.07748101455080934,61779.957196610114,1369.6425431109685,320259.3274205935,-6525.160934241341,265.86253791197964,54.66492313056483,0.6572289031017868,4.590234959251434,3.659543566158525,33.18042447271755,0.40271017949696025,0.34109929440245695,0.9782985844531726,0.9208154473474698,-0.1627118964819531,0.8583524337291266,0.30348368979371015,36.28786160943934,0.01762155505042272,7.808640158002925,0.0678544713197908,72.57572321887868,5.187489665697408,80.13186526063613,7.113800449666298,414.61935866983373,0.12310551029389362,17.516339334578337,260.9560570071259,98.77280334403439,1314.355106888361,42.22030878859857,72731.40795724465,0.02927240828238763,0.0024892070502799827,0.31256863188664413,261.8989975237599,0.0014949711413014598,171.10535853537235,0.05990466201561601,105.35639481023242,1246.4790617792605,1.6817437242852906,2405.7638752451862,0.0033153613860811048,0.002792679269600223,5.297468746334227,2178.2043066318033,0.7625558546563079,0.8472958158231318,0.2858143299461283,0.894974847719491,1070.6927055070412,0.0027003934977426628,35.1152192605331,0.030193653706391318,99.04557771174704,825.3086844368014,574.9613069647463,1003506.8976784179,0.33779197291251156,0.004871134308269665,625.895958727429,0.5381736532480044,0.7620270711282318,580.8989941425168,0.003974602756645978,6.394407352539109,0.34530878859857483,566.5747300137739,0.19377635886076713,0.002244918728985304,2738.206171929505,0.2882858947126418,3.659475182287209,0.7722289519407909,0.7484337591133889,15.062829921144637,20.125802367584804,23.194827009486403,24.351591323771842,18.027756377319946,24.596747752497688,15.541727269287499,0.8796898839617272,1235.1961098846086,0.3667446882080192,3368.0,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,2
7,"(251.52324548415754, 162.86259994077582, 122.0719573586023)",True,-314.0,86.0,121695772.0,3.828087143045254,103.0,6.813050180763289,430.0,-33.62629552857566,133.0673044824379,42.0,-918.0,1348.0,65.41872605327985,189.8332201322994,-2.0306650910242956,121695772.0,0.13260767218610028,34905.92371482293,1404.7332817312292,138934.82334934082,-3240.3427215453285,123.80777564596883,39.761258464564406,0.5100864155944523,3.497202389790409,3.220208473827399,27.360464767259067,0.4724547486117354,0.42146483993154055,0.9881423907295417,0.9465610006482225,-0.13417710740506783,0.7730724530508926,0.3677660566578336,37.1982111239934,0.035993259018506495,6.557855267650562,0.10291110050829719,74.39642224798682,4.372013247223676,40.892258527633324,6.753742661120742,308.48593426117856,0.09134910697695545,20.919617798079972,447.81610897246077,55.94325248337685,1365.0672194255255,58.228309150133256,91516.13562333432,0.03830310336547993,0.001588173897042797,0.25497572375412836,237.81090836373636,0.0010214918708852383,278.4877812761324,0.10254183649161451,65.13562668001084,1315.665701148772,1.95616062076797,2815.587742349773,0.0024421908751601365,0.0018162844898354997,4.876104370536434,1911.216164245775,0.7032932900942179,0.8035352269879958,0.40217403443081295,0.8635827810244849,1102.6333403790854,0.0017249586820484238,31.19047619047619,0.03454094816221062,93.78357118942765,912.389811738649,1478.8936877076412,2343424.861572536,0.937989038705535,0.00395501524239779,548.0609080841639,0.6069334530278669,0.8061891435420687,689.0076631986266,0.0036676269628444745,6.166316609432667,0.26739709801599054,1464.9079100181627,0.17763914771471073,0.0017087939809665084,3583.8005908190717,0.10117533930551542,4.5468093252134105,0.9641578672167449,0.9129703709735529,15.887014836734108,17.401457201500275,19.313207915827967,19.697715603592208,18.439088914585774,19.79898987322333,16.77775186186197,0.9047658140570733,1203.10070752623,0.3562631647990021,3377.0,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,2
8,"(266.21135646687696, 182.52681388012618, 96.08832807570978)",True,-528.2,57.0,27307906.0,4.786079361624197,385.0,2.4041555684168463,132.0,-182.9652996845426,196.1178835494432,-127.0,-880.0,1012.0,153.49736499473,293.50436773602905,-0.689263622149117,27307906.0,0.04634338086755764,52668.51299147169,995.461804286636,115139.0345297817,-2315.8283318500876,200.5512889485843,91.00322264885234,0.37625549310122497,6.968848088582036,4.159971210706018,41.46112619773799,0.2686294098210714,0.19000050899526336,0.9560313513442534,0.871346649419376,-0.30385621959598336,0.9671372154536388,0.19559863289562404,31.11300622402731,0.007388943536039489,7.6856986334673865,0.028370308246581134,62.22601244805462,5.30156077731029,72.88862789935918,6.209045901692709,81.36593059936908,0.25667485993491823,3.1176148633183733,14.690851735015773,84.71002796325968,937.4605678233438,9.094637223974763,11966.570977917982,0.012191692015982379,0.005222527511680944,0.49222420326934374,347.8360073376237,0.004593196700861961,13.005146133731186,0.04341251636646489,84.96276573695935,916.0547955268784,1.1938424425396037,1169.5151478591083,0.005660155891190866,0.005474267614896498,5.051637079947934,269.6403479743574,0.9000090119534595,0.944430963358408,0.07110525052369168,0.9596152947285288,864.0985742449508,0.005433643495823473,6.1976744186046515,0.03603299080584099,74.9296917252569,701.0930232558139,16.563953488372093,22416.95930232558,0.020788310738221915,0.00867157533473872,101.33720930232558,0.5891698215251487,0.7954218570681605,525.2411251854369,0.008300142150918672,5.661535668078911,0.5425867507886435,13.167218766901026,0.04721975419673544,0.016262977452373307,3128.0825049539285,0.582309204896635,12.267141042356853,0.9596557817556369,0.839752393675992,6.871079611546591,8.182268563080408,8.246211251235321,8.94427190999916,8.602325267042627,9.0,7.8521613344375005,0.898413757259022,250.25373753666526,0.7894439669926349,317.0,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,2
9,"(73.23529411764706, 135.23529411764707, 79.52941176470588)",False,-415.79999999999995,124.80000000000001,923434.0,3.85216872360329,354.0,1.8812746743849034,160.0,-104.47058823529412,183.31487889273356,-32.0,-491.0,651.0,138.88757396449702,233.0657569417342,-0.5485629518723665,923434.0,0.0726643598615917,43405.543252595155,286.79662004662003,32523.345031381465,-455.399893858055,121.52941124532033,109.89627039627038,0.1324022865701304,8.087412587412587,2.0854328365143973,33.333174401356224,0.20396321073775742,0.11719166658850562,0.8923848154713016,0.7946911148938002,-0.9498498725662561,0.9977353846091355,0.15805474330738578,16.7004662004662,0.12277826340326341,3.1991375568243736,0.13359557109557108,33.4009324009324,2.176410284097103,57.85642041039769,3.852168723603276,13.470588235294118,0.7923875432525952,0.10380622837370242,1.2352941176470589,68.41522491349481,332.0,1.3529411764705883,487.6470588235294,0.07361755578001175,0.07281723565196055,0.9117647058823529,293.0882352941176,0.07261715561994773,1.226809954751131,0.07248344756454618,68.62817636245676,331.47596153846155,1.0144230769230769,337.83653846153845,0.07318912210890405,0.0731564167190558,3.853924975633793,16.778846153846153,0.9909855769230769,0.995475113122172,0.004507211538461538,0.9963942307692307,329.8858173076923,0.07314824037159375,1.125,0.0703125,71.18359375,325.1875,1.1875,407.875,0.0776517595922262,0.077226589524199,14.125,0.8828125,0.953125,304.515625,0.0771202970071922,3.874999999999995,0.9411764705882353,0.05859375,0.03536201701524282,0.1491134640686674,961.9580765639589,3.8953878760269958,41.734802153068514,0.8865861255480771,0.4228887662071164,1.6647601331355162,3.9366383459809713,3.0,3.0,3.605551275463989,3.605551275463989,3.49016893884726,0.934429437551219,34.216603223948425,2.0127413661146134,17.0,1.3.6.1.4.1.14519.5.2.1.6279.6001.102133688497886810253331438797,2
10,"(91.94117647058823, 118.41176470588235, 274.7647058823529)",False,-719.2,-445.79999999999995,5530662.0,3.2927701939369918,193.0,1.6951791925623343,-431.0,-560.1176470588235,97.19723183391004,-509.0,-748.0,317.0,78.01183431952663,570.3797496611617,-0.4624105044146041,5530662.0,0.11418685121107268,11601.280276816611,34.56670551670551,1011.5520188811189,-51.47281118881121,11.76053613053613,74.06371406371406,-0.5832176275236314,7.800388500388501,0.733795250064998,1.9580089158877039,0.17133898153128924,0.08759406482081565,0.7256819615135135,0.6483949467289531,-0.9066997676731116,0.9495292397501738,0.11260125048112062,6.880769230769231,0.3650377904923359,1.9599801762499227,0.375019425019425,13.761538461538462,0.9240564510180845,21.45606254856255,3.6168746059562173,9.235294117647058,0.5432525951557093,0.22837370242214533,1.9411764705882353,18.22145328719723,84.11764705882354,2.0588235294117645,237.2941176470588,0.157550598503665,0.1500943395562502,0.7352941176470589,45.8235294117647,0.1482302748193965,1.9053544494720964,0.11358011341791618,18.233489319936115,83.20531674208146,1.0451923076923078,89.743778280543,0.1525676021251029,0.15224926305987369,3.317681263580968,16.358333333333334,0.9732077991452991,0.9864253393665159,0.013396100427350427,0.9887019230769231,81.57070135746608,0.1521696782935664,1.4285714285714286,0.10204081632653061,18.06122448979592,71.14285714285714,1.6428571428571428,164.14285714285714,0.18527542189225743,0.18074840753132698,9.285714285714286,0.6632653061224489,0.8392857142857143,47.892857142857146,0.17961665394109438,3.6644977792004574,0.8235294117647058,0.1683673469387755,0.0648927626606198,0.17326101991045756,192.80594693432928,1.0176312777391552,14.896864703066093,0.8050388190547298,0.19252914804520996,0.9337790951026552,4.8500661047094225,4.0,3.0,4.47213595499958,4.47213595499958,3.904491489272648,0.8260473901297521,38.70601334439803,2.2768243143763547,17.0,1.3.6.1.4.1.14519.5.2.1.6279.6001.102133688497886810253331438797,2
11,"(170.0, 178.41176470588235, 80.11764705882354)",False,-728.8,-583.0,7265803.0,2.866587105828959,101.0,1.7932576442271493,-564.0,-651.3529411764706,48.062283737024224,-646.0,-748.0,184.0,36.75739644970414,653.7585001134504,-0.17154564193708954,7265803.0,0.14878892733564014,3139.5224913494803,22.765967365967363,210.31707478114248,-2.4659363520819326,9.159359595823759,11.862966200466202,-0.12786012783669487,2.8545163170163175,2.33673154010313,3.7058974325014535,0.359761766011766,0.2719390004740683,0.8639999267680216,0.7604899490563827,-0.5189051253833852,0.9725776792547356,0.3250547461797462,4.8412150349650345,0.0601342431849425,4.174790716196954,0.10702214452214454,9.682430069930069,2.691019212609679,5.25558144907249,3.2639334294856304,8.294117647058824,0.48788927335640137,0.4844290657439447,2.5294117647058822,5.54325259515571,25.529411764705884,2.6470588235294117,89.29411764705883,0.6128178771508603,0.23346613645458184,0.7189542483660131,15.993464052287583,0.1412959350406829,2.305269607843137,0.1439073012783545,5.353373912677816,24.763602941176472,1.2270833333333333,33.640686274509804,0.282472729195845,0.23192000810740965,3.000242849768671,14.595833333333333,0.9102951388888889,0.9411764705882353,0.09151909722222222,0.9617476851851852,23.451739515250544,0.2196597567846583,1.7692307692307692,0.13609467455621302,4.7455621301775155,22.0,2.3846153846153846,78.76923076923077,0.4779863291470434,0.22366921768707484,9.461538461538462,0.727810650887574,0.8701923076923077,18.408653846153847,0.16450516745159602,3.085055102756474,0.7647058823529411,0.6745562130177516,0.22564525810324132,0.15827625191195052,62.695266106442595,0.4723770650128564,4.257709657983464,0.7798686243526174,0.0,0.0,5.181899763382574,4.0,3.0,4.47213595499958,4.47213595499958,4.0412010400023215,0.8147666588227671,39.24191172926028,2.3083477487800166,17.0,1.3.6.1.4.1.14519.5.2.1.6279.6001.102133688497886810253331438797,2
